Start_UTC,, Latitude, Longitude, GPS_Alt, qual_flag, amass_aer, AOD0355, AOD0380, AOD0452, AOD0470, AOD0501, AOD0520, AOD0530, AOD0532, AOD0550, AOD0606, AOD0620, AOD0660, AOD0675, AOD0700, AOD0781, AOD0865, AOD1020, AOD1040, AOD1064, AOD1236, AOD1250, AOD1559, AOD1627, AOD1650, UNCAOD0355, UNCAOD0380, UNCAOD0452, UNCAOD0470, UNCAOD0501, UNCAOD0520, UNCAOD0530, UNCAOD0532, UNCAOD0550, UNCAOD0606, UNCAOD0620, UNCAOD0660, UNCAOD0675, UNCAOD0700, UNCAOD0781, UNCAOD0865, UNCAOD1020, UNCAOD1040, UNCAOD1064, UNCAOD1236, UNCAOD1250, UNCAOD1559, UNCAOD1627, UNCAOD1650
44204,12:16:44,-14.1172401,4.0968601,1279.8,0,1.07,0.521,0.493,0.407,0.388,0.355,0.333,0.323,0.322,0.307,0.262,0.248,0.221,0.215,0.228,0.161,0.127,0.085,0.083,0.082,0.069,0.067,0.044,0.025,0.03,0.022,0.021,0.016,0.011,0.012,0.011,0.012,0.011,0.01,0.008,0.008,0.01,0.005,0.009,0.005,0.005,0.016,0.015,0.015,0.012,0.013,0.018,0.017,0.03
44205,12:16:45,-14.1178915,4.0975915,1283.5,0,1.07,0.522,0.494,0.407,0.389,0.356,0.334,0.323,0.322,0.307,0.262,0.248,0.22,0.214,0.227,0.161,0.126,0.086,0.084,0.083,0.07,0.068,0.044,0.028,0.036,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.006,0.018,0.014,0.013,0.012,0.012,0.015,0.013,0.013
44206,12:16:46,-14.1186231,4.0983231,1287.1,0,1.07,0.525,0.495,0.41,0.392,0.358,0.336,0.326,0.325,0.31,0.264,0.25,0.222,0.215,0.229,0.162,0.129,0.087,0.083,0.082,0.069,0.069,0.043,0.027,0.035,0.022,0.021,0.016,0.011,0.012,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.005,0.006,0.018,0.014,0.014,0.012,0.012,0.014,0.011,0.013
44207,12:16:47,-14.1193438,4.0990438,1290.7,0,1.07,0.529,0.497,0.412,0.393,0.36,0.337,0.327,0.327,0.31,0.265,0.251,0.222,0.216,0.23,0.162,0.129,0.087,0.085,0.082,0.069,0.067,0.042,0.026,0.037,0.025,0.023,0.018,0.015,0.013,0.013,0.013,0.013,0.013,0.01,0.01,0.009,0.009,0.012,0.007,0.005,0.014,0.015,0.015,0.013,0.014,0.013,0.007,0.014
44208,12:16:48,-14.120834,4.100534,1296.9,0,1.07,0.527,0.499,0.412,0.393,0.359,0.337,0.327,0.326,0.31,0.264,0.249,0.223,0.216,0.23,0.163,0.128,0.087,0.085,0.084,0.069,0.069,0.044,0.025,0.031,0.023,0.021,0.017,0.012,0.012,0.013,0.012,0.012,0.011,0.01,0.01,0.009,0.008,0.01,0.006,0.007,0.02,0.014,0.014,0.012,0.012,0.012,0.009,0.014
44209,12:16:49,-14.1216975,4.1013975,1300.2,0,1.07,0.537,0.507,0.421,0.401,0.367,0.344,0.334,0.333,0.318,0.27,0.256,0.228,0.221,0.234,0.167,0.133,0.09,0.086,0.086,0.073,0.073,0.043,0.026,0.04,0.023,0.021,0.017,0.012,0.012,0.013,0.012,0.012,0.011,0.009,0.01,0.009,0.008,0.01,0.006,0.007,0.02,0.014,0.014,0.012,0.012,0.013,0.008,0.014
44210,12:16:50,-14.1224258,4.1021258,1303,0,1.07,0.539,0.508,0.42,0.4,0.366,0.344,0.333,0.332,0.316,0.269,0.255,0.227,0.22,0.233,0.166,0.13,0.088,0.085,0.084,0.071,0.069,0.046,0.026,0.035,0.024,0.024,0.019,0.013,0.014,0.015,0.014,0.014,0.012,0.009,0.011,0.012,0.009,0.011,0.007,0.006,0.016,0.015,0.014,0.013,0.012,0.012,0.007,0.019
44211,12:16:51,-14.1231575,4.1028575,1305.7,0,1.07,0.536,0.508,0.42,0.4,0.366,0.343,0.333,0.332,0.316,0.27,0.254,0.227,0.22,0.233,0.166,0.131,0.088,0.086,0.086,0.071,0.069,0.048,0.029,0.038,0.025,0.022,0.018,0.013,0.013,0.013,0.013,0.013,0.012,0.01,0.01,0.01,0.008,0.01,0.006,0.007,0.019,0.014,0.013,0.013,0.012,0.012,0.013,0.016
44212,12:16:52,-14.1238834,4.1035834,1308.4,0,1.07,0.536,0.508,0.42,0.4,0.366,0.343,0.333,0.332,0.316,0.27,0.254,0.227,0.22,0.233,0.166,0.131,0.088,0.086,0.086,0.071,0.069,0.048,0.029,0.038,0.025,0.022,0.018,0.013,0.013,0.013,0.013,0.013,0.012,0.01,0.01,0.01,0.008,0.01,0.006,0.007,0.019,0.014,0.013,0.013,0.012,0.012,0.013,0.016
44213,12:16:53,-14.1246089,4.1043089,1310.8,0,1.07,0.531,0.5,0.413,0.394,0.36,0.338,0.327,0.327,0.31,0.265,0.251,0.223,0.216,0.229,0.162,0.129,0.086,0.084,0.083,0.071,0.069,0.045,0.027,0.037,0.022,0.021,0.016,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.005,0.006,0.019,0.014,0.014,0.012,0.013,0.015,0.012,0.013
44214,12:16:54,-14.1253406,4.1050707,1312.9,0,1.07,0.535,0.502,0.416,0.396,0.362,0.341,0.33,0.329,0.314,0.267,0.253,0.225,0.218,0.232,0.165,0.129,0.086,0.083,0.083,0.07,0.071,0.04,0.028,0.036,0.022,0.021,0.015,0.01,0.011,0.012,0.011,0.011,0.01,0.007,0.008,0.009,0.006,0.009,0.004,0.005,0.016,0.015,0.013,0.012,0.014,0.014,0.011,0.015
44215,12:16:55,-14.1260905,4.1058694,1315.4,0,1.07,0.525,0.498,0.41,0.391,0.358,0.335,0.325,0.325,0.309,0.263,0.249,0.222,0.215,0.229,0.162,0.127,0.088,0.085,0.082,0.071,0.07,0.043,0.025,0.038,0.022,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.007,0.009,0.009,0.006,0.009,0.004,0.005,0.018,0.014,0.014,0.012,0.013,0.016,0.016,0.014
44216,12:16:56,-14.1268915,4.1065915,1317.3,0,1.07,0.53,0.497,0.411,0.393,0.359,0.336,0.326,0.326,0.31,0.264,0.25,0.223,0.217,0.23,0.162,0.129,0.088,0.085,0.083,0.071,0.069,0.043,0.03,0.036,0.022,0.021,0.015,0.011,0.011,0.012,0.011,0.011,0.01,0.008,0.009,0.009,0.006,0.009,0.005,0.006,0.018,0.014,0.014,0.012,0.012,0.015,0.014,0.013
44217,12:16:57,-14.1276231,4.1073231,1320.1,0,1.07,0.535,0.503,0.417,0.397,0.363,0.34,0.331,0.33,0.315,0.267,0.253,0.226,0.218,0.232,0.165,0.129,0.089,0.085,0.084,0.07,0.07,0.045,0.031,0.035,0.025,0.022,0.018,0.013,0.013,0.013,0.013,0.013,0.012,0.011,0.011,0.01,0.009,0.01,0.007,0.007,0.021,0.014,0.014,0.012,0.012,0.013,0.014,0.017
44218,12:16:58,-14.1283438,4.1080438,1322.8,0,1.07,0.535,0.505,0.416,0.397,0.364,0.342,0.331,0.33,0.314,0.269,0.254,0.227,0.22,0.233,0.166,0.13,0.091,0.086,0.086,0.073,0.073,0.047,0.035,0.041,0.025,0.024,0.02,0.015,0.014,0.015,0.014,0.015,0.015,0.012,0.012,0.012,0.01,0.013,0.011,0.011,0.021,0.014,0.014,0.013,0.014,0.02,0.012,0.021
44219,12:16:59,-14.1292052,4.108915,1323,0,1.07,0.535,0.505,0.416,0.397,0.364,0.342,0.331,0.33,0.314,0.269,0.254,0.227,0.22,0.233,0.166,0.13,0.091,0.086,0.086,0.073,0.073,0.047,0.035,0.041,0.025,0.024,0.02,0.015,0.014,0.015,0.014,0.015,0.015,0.012,0.012,0.012,0.01,0.013,0.011,0.011,0.021,0.014,0.014,0.013,0.014,0.02,0.012,0.021
44906,12:28:26,-14.7220146,4.7137575,1183.9,1,1.087,0.466,0.438,0.364,0.348,0.318,0.296,0.287,0.287,0.274,0.235,0.222,0.198,0.193,0.205,0.148,0.118,0.08,0.084,0.079,0.073,0.078,0.05,0.038,0.038,0.024,0.021,0.018,0.013,0.012,0.013,0.012,0.012,0.012,0.008,0.01,0.011,0.007,0.009,0.006,0.005,0.016,0.013,0.013,0.012,0.013,0.014,0.009,0.012
44907,12:28:27,-14.7227834,4.7145314,1182,1,1.087,0.466,0.438,0.364,0.348,0.318,0.296,0.287,0.287,0.274,0.235,0.222,0.198,0.193,0.205,0.148,0.118,0.08,0.084,0.079,0.073,0.078,0.05,0.038,0.038,0.024,0.021,0.018,0.013,0.012,0.013,0.012,0.012,0.012,0.008,0.01,0.011,0.007,0.009,0.006,0.005,0.016,0.013,0.013,0.012,0.013,0.014,0.009,0.012
44908,12:28:28,-14.7235475,4.7153475,1179.8,1,1.087,0.458,0.433,0.357,0.34,0.311,0.291,0.281,0.281,0.267,0.228,0.216,0.191,0.186,0.2,0.143,0.112,0.076,0.078,0.075,0.071,0.071,0.052,0.032,0.042,0.021,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.007,0.01,0.006,0.007,0.017,0.015,0.014,0.013,0.012,0.012,0.017,0.017
44909,12:28:29,-14.7243371,4.7161371,1177.4,1,1.087,0.525,0.499,0.423,0.406,0.379,0.36,0.35,0.35,0.336,0.299,0.288,0.265,0.26,0.274,0.219,0.192,0.256,0.262,0.259,0.263,0.264,0.251,0.231,0.241,0.024,0.023,0.018,0.013,0.014,0.015,0.014,0.014,0.012,0.009,0.011,0.012,0.009,0.011,0.007,0.006,0.015,0.014,0.013,0.013,0.012,0.012,0.008,0.019
44910,12:28:30,-14.7250802,4.7168802,1175.4,1,1.087,0.465,0.437,0.362,0.345,0.315,0.295,0.286,0.285,0.272,0.234,0.222,0.198,0.192,0.206,0.149,0.118,0.079,0.08,0.077,0.07,0.073,0.053,0.031,0.036,0.021,0.021,0.015,0.011,0.012,0.012,0.012,0.012,0.011,0.009,0.009,0.01,0.008,0.009,0.005,0.006,0.017,0.015,0.014,0.013,0.012,0.013,0.017,0.018
44911,12:28:31,-14.7258915,4.7177029,1172.7,1,1.087,0.471,0.447,0.371,0.354,0.325,0.304,0.296,0.296,0.282,0.244,0.232,0.207,0.202,0.216,0.157,0.128,0.276,0.283,0.28,0.286,0.284,0.276,0.258,0.268,0.022,0.022,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.008,0.008,0.008,0.007,0.01,0.004,0.005,0.014,0.014,0.014,0.013,0.014,0.012,0.011,0.014
44912,12:28:32,-14.7266231,4.7185231,1169.9,1,1.087,0.461,0.435,0.359,0.342,0.313,0.293,0.283,0.282,0.269,0.23,0.218,0.195,0.189,0.202,0.144,0.116,0.077,0.082,0.078,0.073,0.072,0.05,0.037,0.035,0.023,0.023,0.018,0.013,0.014,0.014,0.014,0.014,0.011,0.009,0.01,0.011,0.007,0.01,0.007,0.006,0.014,0.013,0.013,0.012,0.012,0.013,0.009,0.033
44913,12:28:33,-14.7273438,4.7192438,1168.1,1,1.087,0.461,0.435,0.357,0.341,0.312,0.291,0.282,0.282,0.268,0.23,0.218,0.194,0.188,0.202,0.144,0.113,0.084,0.089,0.085,0.081,0.08,0.058,0.041,0.044,0.022,0.023,0.016,0.012,0.013,0.013,0.013,0.013,0.011,0.009,0.008,0.01,0.007,0.01,0.006,0.006,0.014,0.013,0.013,0.012,0.012,0.014,0.008,0.025
44914,12:28:34,-14.728834,4.720734,1162.9,1,1.087,0.542,0.517,0.444,0.428,0.4,0.381,0.371,0.372,0.359,0.323,0.312,0.29,0.284,0.299,0.245,0.219,0.646,0.656,0.657,0.686,0.682,0.697,0.681,0.694,0.022,0.021,0.015,0.011,0.011,0.011,0.011,0.011,0.009,0.008,0.008,0.009,0.005,0.009,0.004,0.005,0.016,0.014,0.013,0.012,0.014,0.014,0.012,0.02
44915,12:28:35,-14.7297062,4.721682,1159.7,1,1.087,1.113,1.093,1.037,1.025,1.005,0.991,0.984,0.985,0.976,0.955,0.948,0.937,0.937,0.959,0.927,0.928,0.917,0.933,0.935,0.98,0.982,1.029,0.997,1.032,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.014,0.013,0.013,0.013,0.015,0.022,0.018
44916,12:28:36,-14.7304959,4.7224959,1157.7,1,1.087,0.952,0.928,0.865,0.851,0.825,0.809,0.802,0.802,0.792,0.765,0.754,0.739,0.735,0.754,0.711,0.698,0.124,0.127,0.123,0.121,0.122,0.101,0.082,0.089,0.024,0.022,0.018,0.014,0.014,0.014,0.013,0.015,0.013,0.011,0.012,0.012,0.012,0.012,0.01,0.007,0.022,0.013,0.013,0.012,0.013,0.027,0.014,0.023
44917,12:28:37,-14.7312575,4.7232575,1155.9,1,1.087,0.944,0.921,0.86,0.847,0.825,0.808,0.802,0.801,0.792,0.767,0.757,0.743,0.741,0.759,0.719,0.709,1.214,1.223,1.228,1.283,1.287,1.356,1.357,1.374,0.022,0.021,0.016,0.012,0.012,0.013,0.012,0.013,0.011,0.009,0.01,0.011,0.009,0.01,0.007,0.005,0.018,0.014,0.014,0.013,0.013,0.022,0.025,0.025
44918,12:28:38,-14.7319834,4.7240314,1153.6,1,1.087,0.944,0.921,0.86,0.847,0.825,0.808,0.802,0.801,0.792,0.767,0.757,0.743,0.741,0.759,0.719,0.709,1.214,1.223,1.228,1.283,1.287,1.356,1.357,1.374,0.022,0.021,0.016,0.012,0.012,0.013,0.012,0.013,0.011,0.009,0.01,0.011,0.009,0.01,0.007,0.005,0.018,0.014,0.014,0.013,0.013,0.022,0.025,0.025
44919,12:28:39,-14.7327089,4.7248089,1151.6,1,1.087,1.591,1.576,1.538,1.531,1.518,1.508,1.505,1.505,1.502,1.493,1.488,1.486,1.488,1.515,1.499,1.514,1.612,1.628,1.64,1.715,1.712,1.825,1.811,1.681,0.023,0.022,0.017,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.009,0.007,0.01,0.006,0.006,0.018,0.015,0.015,0.015,0.014,0.03,0.031,0.036
44920,12:28:40,-14.7334371,4.7255371,1150.4,1,1.087,1.314,1.295,1.243,1.233,1.215,1.202,1.196,1.199,1.191,1.173,1.167,1.16,1.16,1.186,1.158,1.166,1.19,1.202,1.207,1.264,1.265,1.334,1.313,1.343,0.024,0.022,0.019,0.014,0.014,0.013,0.013,0.014,0.012,0.009,0.011,0.01,0.007,0.01,0.006,0.006,0.018,0.014,0.014,0.013,0.013,0.025,0.021,0.026
44921,12:28:41,-14.7341802,4.7262802,1148.6,1,1.087,1.79,1.779,1.743,1.736,1.726,1.718,1.713,1.714,1.711,1.708,1.704,1.707,1.71,1.739,1.729,1.753,1.77,1.789,1.797,1.885,1.871,1.982,1.965,1.819,0.022,0.021,0.016,0.011,0.011,0.012,0.012,0.012,0.011,0.008,0.009,0.009,0.006,0.01,0.005,0.005,0.016,0.014,0.015,0.014,0.015,0.034,0.037,0.047
44922,12:28:42,-14.7349915,4.7270915,1146.8,1,1.087,2.116,2.107,2.079,2.078,2.071,2.066,2.064,2.066,2.068,2.074,2.071,2.078,2.085,2.118,2.122,2.152,2.374,2.406,2.429,2.525,2.521,2.631,2.388,2.203,0.022,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.021,0.018,0.019,0.017,0.021,0.062,0.07,0.074
44923,12:28:43,-14.7357231,4.7278259,1144.9,1,1.087,1.973,1.956,1.929,1.924,1.918,1.908,1.908,1.908,1.909,1.908,1.904,1.911,1.915,1.947,1.943,1.973,1.055,1.071,1.073,1.119,1.122,1.172,1.167,1.184,0.022,0.021,0.016,0.011,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.009,0.006,0.009,0.004,0.005,0.015,0.014,0.014,0.013,0.013,0.017,0.023,0.02
44924,12:28:44,-14.7364438,4.7286368,1142.2,1,1.087,0.896,0.874,0.809,0.796,0.772,0.755,0.748,0.748,0.738,0.709,0.7,0.683,0.679,0.699,0.654,0.639,1.128,1.138,1.14,1.187,1.191,1.245,1.246,1.26,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.009,0.005,0.009,0.004,0.005,0.015,0.014,0.014,0.013,0.013,0.019,0.018,0.022
44925,12:28:45,-14.7378497,4.7300497,1137.8,1,1.087,2.008,1.994,1.969,1.964,1.957,1.951,1.949,1.95,1.951,1.951,1.948,1.955,1.962,1.993,1.994,2.031,2.576,2.59,2.616,2.733,2.732,2.908,2.555,2.448,0.021,0.021,0.015,0.01,0.011,0.011,0.011,0.011,0.009,0.007,0.008,0.008,0.005,0.009,0.004,0.005,0.024,0.02,0.022,0.02,0.024,0.086,0.091,0.114
44926,12:28:46,-14.7386975,4.7309722,1134.8,1,1.087,2.175,2.17,2.151,2.149,2.145,2.141,2.142,2.143,2.141,2.149,2.147,2.156,2.162,2.196,2.197,2.236,2.682,2.695,2.712,2.827,2.844,2.946,2.626,2.534,0.022,0.021,0.016,0.011,0.012,0.013,0.012,0.012,0.012,0.009,0.009,0.011,0.009,0.01,0.007,0.007,0.027,0.022,0.023,0.024,0.027,0.088,0.094,0.128
44927,12:28:47,-14.7393601,4.7317258,1132.7,1,1.087,2.593,2.585,2.583,2.586,2.587,2.586,2.591,2.593,2.595,2.613,2.614,2.632,2.638,2.677,2.695,2.748,2.883,2.883,2.898,3.03,3.024,3.223,2.75,2.589,0.025,0.024,0.019,0.013,0.014,0.014,0.013,0.013,0.012,0.009,0.01,0.011,0.007,0.009,0.005,0.006,0.03,0.023,0.027,0.027,0.03,0.141,0.112,0.167
44928,12:28:48,-14.7400575,4.7324575,1129.7,1,1.087,2.254,2.249,2.229,2.227,2.222,2.218,2.219,2.219,2.22,2.226,2.224,2.235,2.242,2.273,2.277,2.312,2.114,2.13,2.146,2.225,2.238,2.324,2.222,1.996,0.025,0.022,0.018,0.013,0.013,0.013,0.013,0.012,0.011,0.008,0.009,0.011,0.007,0.009,0.005,0.006,0.019,0.016,0.017,0.015,0.019,0.045,0.053,0.056
44929,12:28:49,-14.7407834,4.7331834,1126.6,1,1.087,2.254,2.249,2.229,2.227,2.222,2.218,2.219,2.219,2.22,2.226,2.224,2.235,2.242,2.273,2.277,2.312,2.114,2.13,2.146,2.225,2.238,2.324,2.222,1.996,0.025,0.022,0.018,0.013,0.013,0.013,0.013,0.012,0.011,0.008,0.009,0.011,0.007,0.009,0.005,0.006,0.019,0.016,0.017,0.015,0.019,0.045,0.053,0.056
44930,12:28:50,-14.7415089,4.7339475,1123.8,1,1.087,2.058,2.048,2.029,2.027,2.021,2.016,2.016,2.016,2.017,2.02,2.019,2.028,2.033,2.065,2.065,2.097,2.387,2.39,2.409,2.526,2.508,2.636,2.409,2.312,0.024,0.023,0.017,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.01,0.007,0.009,0.004,0.007,0.02,0.017,0.019,0.018,0.02,0.063,0.071,0.11
44931,12:28:51,-14.7422371,4.7347371,1120.8,1,1.087,1.715,1.707,1.675,1.67,1.662,1.655,1.651,1.651,1.649,1.644,1.641,1.643,1.642,1.672,1.657,1.673,2.094,2.12,2.14,2.225,2.23,2.33,2.213,2.023,0.027,0.024,0.017,0.014,0.013,0.013,0.014,0.014,0.013,0.009,0.01,0.012,0.01,0.01,0.007,0.007,0.02,0.018,0.017,0.016,0.022,0.049,0.056,0.059
44932,12:28:52,-14.7429601,4.7354601,1117.4,1,1.087,2.737,2.743,2.747,2.752,2.757,2.758,2.761,2.761,2.767,2.793,2.796,2.815,2.826,2.867,2.892,2.957,3.267,3.365,3.386,3.352,3.565,3.532,2.959,2.851,0.025,0.022,0.017,0.013,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.012,0.007,0.009,0.006,0.006,0.044,0.034,0.04,0.041,0.05,0.216,0.206,0.319
44933,12:28:53,-14.7436801,4.7361915,1114.8,1,1.088,3.093,3.092,3.098,3.106,3.118,3.121,3.122,3.123,3.136,3.163,3.163,3.188,3.199,3.244,3.273,3.334,3.361,3.579,3.607,3.518,3.716,3.655,3.181,2.998,0.025,0.022,0.017,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.009,0.012,0.007,0.009,0.006,0.006,0.053,0.04,0.054,0.056,0.062,0.238,0.246,0.541
44934,12:28:54,-14.7443231,4.7369231,1112.9,1,1.088,2.685,2.684,2.673,2.674,2.673,2.676,2.676,2.68,2.682,2.697,2.699,2.718,2.723,2.762,2.784,2.835,2.285,2.297,2.326,2.418,2.417,2.57,2.331,2.142,0.024,0.024,0.017,0.013,0.014,0.014,0.013,0.014,0.013,0.012,0.009,0.011,0.009,0.011,0.007,0.009,0.02,0.017,0.019,0.019,0.019,0.062,0.068,0.074
44935,12:28:55,-14.7450438,4.7376438,1111.1,1,1.088,2.71,2.707,2.709,2.713,2.716,2.714,2.718,2.719,2.723,2.743,2.745,2.763,2.771,2.814,2.829,2.88,2.87,2.883,2.889,2.996,3.011,3.104,2.746,2.6,0.023,0.023,0.017,0.012,0.012,0.012,0.012,0.012,0.01,0.008,0.008,0.009,0.006,0.009,0.005,0.007,0.029,0.024,0.028,0.026,0.03,0.117,0.13,0.158
44936,12:28:56,-14.7464497,4.739134,1107.6,1,1.088,2.941,2.948,2.963,2.969,2.972,2.978,2.98,2.981,2.989,3.013,3.02,3.042,3.052,3.099,3.124,3.181,3.289,3.429,3.494,3.41,3.543,3.401,3.025,2.954,0.024,0.022,0.015,0.011,0.011,0.012,0.012,0.012,0.01,0.008,0.008,0.01,0.008,0.009,0.005,0.006,0.047,0.038,0.045,0.041,0.048,0.161,0.206,0.46
44937,12:28:57,-14.7472304,4.7400062,1105.5,1,1.088,3.075,3.09,3.102,3.106,3.113,3.114,3.116,3.12,3.125,3.151,3.151,3.173,3.184,3.223,3.24,3.29,3.544,3.787,3.716,3.575,3.832,3.909,3.318,2.774,0.025,0.024,0.019,0.014,0.014,0.015,0.015,0.017,0.014,0.01,0.011,0.013,0.01,0.012,0.009,0.007,0.073,0.051,0.063,0.061,0.078,0.524,0.281,0.244
44938,12:28:58,-14.7479297,4.7407297,1103.7,1,1.088,3.247,3.253,3.266,3.275,3.28,3.28,3.286,3.291,3.299,3.322,3.331,3.351,3.36,3.403,3.437,3.497,3.574,4.141,3.809,3.795,4.006,3.779,3.452,3.11,0.025,0.023,0.016,0.013,0.013,0.013,0.012,0.014,0.012,0.01,0.01,0.012,0.011,0.011,0.008,0.007,0.085,0.071,0.093,0.072,0.109,0.339,0.445,0.831
44939,12:28:59,-14.7486575,4.7414575,1101.9,1,1.088,3.671,3.7,3.717,3.729,3.745,3.753,3.756,3.756,3.767,3.803,3.809,3.831,3.844,3.896,3.936,3.999,3.628,4.25,3.844,3.736,4.142,3.825,3.488,2.954,0.027,0.024,0.016,0.012,0.012,0.013,0.012,0.014,0.011,0.01,0.01,0.011,0.011,0.011,0.007,0.01,0.108,0.085,0.104,0.115,0.117,0.394,0.503,0.46
44940,12:29:00,-14.7493192,4.7421405,1099.9,1,1.088,3.671,3.7,3.717,3.729,3.745,3.753,3.756,3.756,3.767,3.803,3.809,3.831,3.844,3.896,3.936,3.999,3.628,4.25,3.844,3.736,4.142,3.825,3.488,2.954,0.027,0.024,0.016,0.012,0.012,0.013,0.012,0.014,0.011,0.01,0.01,0.011,0.011,0.011,0.007,0.01,0.108,0.085,0.104,0.115,0.117,0.394,0.503,0.46
44941,12:29:01,-14.7499192,4.7427805,1097.9,1,1.088,4.276,4.284,4.289,4.296,4.291,4.295,4.289,4.289,4.301,4.309,4.302,4.317,4.317,4.363,4.356,4.417,3.734,4.703,4.049,3.867,4.423,4.077,3.452,2.881,0.042,0.036,0.029,0.027,0.026,0.027,0.027,0.028,0.026,0.028,0.027,0.027,0.027,0.027,0.025,0.027,0.172,0.144,0.15,0.122,0.211,0.934,0.445,0.357
44942,12:29:02,-14.750532,4.7434341,1095.9,1,1.088,4.276,4.284,4.289,4.296,4.291,4.295,4.289,4.289,4.301,4.309,4.302,4.317,4.317,4.363,4.356,4.417,3.734,4.703,4.049,3.867,4.423,4.077,3.452,2.881,0.042,0.036,0.029,0.027,0.026,0.027,0.027,0.028,0.026,0.028,0.027,0.027,0.027,0.027,0.025,0.027,0.172,0.144,0.15,0.122,0.211,0.934,0.445,0.357
44943,12:29:03,-14.751532,4.7445008,1091.9,1,1.088,3.364,3.349,3.372,3.387,3.393,3.396,3.404,3.401,3.414,3.436,3.437,3.459,3.465,3.509,3.535,3.582,3.819,4.615,3.969,3.884,4.422,4.139,3.804,3.11,0.024,0.022,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.009,0.006,0.009,0.005,0.008,0.155,0.151,0.181,0.191,0.225,1.161,1.121,0.832
44944,12:29:04,-14.7523355,4.7453834,1088.6,1,1.088,3.364,3.349,3.372,3.387,3.393,3.396,3.404,3.401,3.414,3.436,3.437,3.459,3.465,3.509,3.535,3.582,3.819,4.615,3.969,3.884,4.422,4.139,3.804,3.11,0.024,0.022,0.015,0.01,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.009,0.006,0.009,0.005,0.008,0.155,0.151,0.181,0.191,0.225,1.161,1.121,0.832
44945,12:29:05,-14.7530089,4.7460703,1085.8,1,1.088,3.867,3.881,3.915,3.927,3.94,3.956,3.955,3.959,3.971,4.005,4.015,4.045,4.054,4.095,4.144,4.197,3.833,4.841,3.998,3.902,4.304,3.943,3.696,2.851,0.028,0.024,0.015,0.011,0.011,0.011,0.011,0.011,0.01,0.008,0.008,0.009,0.007,0.01,0.006,0.012,0.189,0.194,0.181,0.224,0.21,0.588,1.059,0.321
44946,12:29:06,-14.7537357,4.7467514,1083.1,1,1.088,4.484,4.486,4.577,4.584,4.609,4.619,4.629,4.625,4.639,4.682,4.685,4.721,4.737,4.789,4.829,4.924,3.936,5.237,4.283,4.1,4.552,4.479,4.097,3.11,0.04,0.03,0.016,0.012,0.012,0.012,0.012,0.012,0.012,0.01,0.01,0.01,0.01,0.012,0.009,0.023,0.243,0.227,0.396,0.272,1.637,4.324,6.347,0.832
44947,12:29:07,-14.754452,4.7475155,1080.2,1,1.088,4.163,4.149,4.139,4.139,4.122,4.126,4.118,4.12,4.119,4.13,4.121,4.143,4.139,4.178,4.189,4.216,3.271,3.44,3.473,3.39,3.497,3.514,3.224,2.731,0.034,0.028,0.022,0.019,0.019,0.019,0.02,0.02,0.019,0.021,0.017,0.022,0.02,0.019,0.021,0.023,0.055,0.038,0.05,0.045,0.056,0.161,0.207,0.216
44948,12:29:08,-14.7552149,4.7483344,1077,1,1.088,4.163,4.149,4.139,4.139,4.122,4.126,4.118,4.12,4.119,4.13,4.121,4.143,4.139,4.178,4.189,4.216,3.271,3.44,3.473,3.39,3.497,3.514,3.224,2.731,0.034,0.028,0.022,0.019,0.019,0.019,0.02,0.02,0.019,0.021,0.017,0.022,0.02,0.019,0.021,0.023,0.055,0.038,0.05,0.045,0.056,0.161,0.207,0.216
44949,12:29:09,-9999,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
